species_guid,record_guid,scientific_name,host_range,potential_eco_desc,description,management_info,remark,reference_id,reference_name,page,author,created_time,editor,update_time,id
e8211e3d-d03d-4e79-8ee5-2f12c790d51c,661a1399-2ce1-4ee4-9784-879dbf5ba5ca,Meloidogyne christiei,"苦栎 Meloidogyne christiei n. sp. is described and illustrated from turkey oak (Quercus laevis)
in Sanlando Park, Altamonte Springs, Florida.",,,,,159135,Description of Meloidogyne christiei n. sp. from Oak with SEM and Host-Range Observations,,cpqis.yanchaojie,2015-10-20 11:47:23.000,,,
5e4bb400-fda7-46e5-99bf-699045193698,bb19ab8c-40d4-447b-a231-c03a70d53e4c,Meloidogyne kralli,褐鞘苔草 Carex acuta,,,,,161199,"Meloidogyne kralli n, sp.(Nematoda : Meloidogynidae) a root-knot nematode parasitising sedge (Carex acuta L.)",,cpqis.yanchaojie,2016-03-04 15:20:08.000,,,
ee24b696-c7fe-4e8a-a910-bd8f18a1fa9f,7a165673-d0b7-4f2a-b4b3-ea8c4f361a23,Meloidogyne duytsi,披碱草 Elymus farctus,,,,,161176,"Meloidogyne duytsi n. sp. (Nematoda: Heteroderidae), a root-knot nematode from Dutch coastal foredunes",,cpqis.yanchaojie,2016-02-16 10:15:28.000,,,
a09b9a20-2ba3-438f-9372-56a2a6e564a4,d8418416-d1eb-4d05-8a4c-7ef1ec77a31a,Meloidogyne aquatilis,Spartina pectinata,,,,,159138,Meloidogyne aquatilis n.sp. from Spartina pectinata with a key to the Canadian Species of Meloidogyne,,cpqis.yanchaojie,2016-02-17 10:52:16.000,,,
beacd2ca-e9a6-48e4-a4c6-d9a0f4422346,73392d92-ab9b-4ffe-bd52-4d9ab0113ed2,Meloidogyne baetica,野生橄榄 wild olive,,,,,159139,"A New Root-Knot Nematode,Meloidogyne baetica n.sp.,Parasitizing Wild Olive in Southern Spain",,cpqis.yanchaojie,2016-02-17 11:08:59.000,,,
ebe8494b-689d-4fbf-b920-6951da7c4268,bb053a32-2b6d-4139-a27d-973b5caeb21d,Meloidogyne konaensis,咖啡,,,,,159530,"Description of the Kona Coffee root-knot nematode, Meloidogyne konaensis n. sp.",,cpqis.yanchaojie,2016-02-19 15:40:03.000,,,
5ddf9b32-7134-4db5-9ec9-eca74b85fba6,d47fdb78-ceee-4982-9ddd-da9d5e99a7c0,Meloidogyne lusitanica,"橄榄 A root-knot nematode from Portugal, Meloidogyne lusitanica n. sp., is described and
illustrated from specimens obtained from olive trees (Olea europaea L.).",,,,,159531,"Meloidogyne lusitanica n.sp. (Nematoda: Meloidogynidae), a root-knot nematode parasitizing olive tree(Olea europaea L.)",,cpqis.yanchaojie,2016-02-19 15:53:50.000,,,
9a14e375-5205-4f85-baa3-1382be09accf,a57b45bd-68a9-4d32-ad20-bc4426d984d5,Meloidogyne sasseri,美洲沙茅草等 Ammophila breviligulata and Panicum amarulum,,,,,159538,"Description and SEM observations of Meloidogyne sasseri n.sp.(Nematoda:Meloidogynidae), parasitizing beachgrasses",,cpqis.yanchaojie,2016-02-23 16:00:58.000,,,
5773cb7f-252d-452b-a313-37eaa7c8af03,acc52119-45e6-46ea-901b-ce369335c3e0,Meloidogyne ichinohei,燕子花 Iris laevigata,,,,,161201,Description of Meloidogyne ichinohei n. sp. (Nematoda: Meloidogynidae) from Iris laevigata in Japan.,,cpqis.yanchaojie,2016-03-04 16:07:32.000,,,
a59ab2cc-8b96-4081-b726-8b23a7b75af6,ec594cce-0293-4b55-9910-25b6f5a00328,Meloidogyne izalcoensis,"Meloidogyne izalcoensis was identified from infected coffee roots in Kenya (Kabete) and Tanzania (Mufindi), establishing the first record of this species in these countries on coffee. The same species was also detected on cabbage (Brassica oleracea var. capitata) from Benin (Cotonou), and on tomato (Solanum lycopersicum) and sweet pepper (Capsicum annuum) in Tindini and Kianga, Tanzania, respectively.",,"Root-knot nematodes (RKN) of the genus Meloidogyne are among the most economically important plant-parasitic nematodes infecting coffee in Latin America. During a 2012 to 2014 study to determine the diversity of RKN species infecting various crops across five African countries, galling symptoms were observed on the roots of various infected crops, suggesting RKN infestation. Root samples were collected and nematodes were extracted. Meloidogyne izalcoensis Carneiro et al. 2005 was identified from infected coffee roots in Kenya (Kabete) and Tanzania (Mufindi), establishing the first record of this species in these countries on coffee. The same species was also detected on cabbage (Brassica oleracea var. capitata) from Benin (Cotonou), and on tomato (Solanum lycopersicum) and sweet pepper (Capsicum annuum) in Tindini and Kianga, Tanzania, respectively. This report extends the known host and geographical ranges of M. izalcoensis, representing the first record for Africa and its first reported infection on cabbage, worldwide. This report extends the known host and geographical ranges of M. izalcoensis, representing the first record for Africa and its first reported infection on cabbage, worldwide.",,,165056,"First Report of Meloidogyne izalcoensis (Nematoda: Meloidogynidae) on Coffee, Cabbage, and Other Crops in Africa",2173,cpqis.wangnaiyang,2018-05-30 09:38:41.000,,,
dc933704-0146-4e4b-b9b7-18526c9345b9,02ea6f9a-bb10-426c-82ce-918abb4f1424,Meloidogyne minor,"马铃薯、番茄、剪股颖草 Material originally collected from the roots of Solanum tuberosum, grown near Zeijerveld, The Netherlands, but species described from a glasshouse culture on the roots of Lycopersicon esculentum.
      Other than the type locality, M. minor n. sp. has not been found so far in other Dutch locations. In the UK and Ireland, however, the situation is different, M. minor n. sp. being found in some 20 localities and always associated with golf courses and the grass Agrostis stolonifera var. stolonifera (L.).",,,,,159597,"Description of Meloidogyne minor n. sp. (Nematoda: Meloidogynidae), a root-knot nematode associated with yellow patch disease in golf courses.",,cpqis.yanchaojie,2015-05-11 16:34:53.000,,,
dc933704-0146-4e4b-b9b7-18526c9345b9,ebc9c734-5490-49ad-98ac-778605345689,Meloidogyne minor,"M. minor has been found on potato and tomato in the Netherlands and has been detected in the UK on several golf courses, associated with yellow patches, often together with M. naasi.	",,,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
af1882c8-14af-4568-8f00-584186ba4cfb,73b92961-cdb1-40e7-a707-7fbb22e87d1c,Meloidogyne fallax,"番茄、细卷鸦葱 Described from roots of tomato (Lycopersicon esculentum MilL). The nematodes were originally derived from infected roots of black salsify (Scorzonera hispanica L. cv. Lange Jan) from arable land one mile north of Baexem, province of Limburg, The Netherlands.
        M. fallax n. sp. reproduced weil on Oenothera
erylhrosepala Borb., Phacelia tanacetijolia Bentham, Dicentra speclabilis (L.) Lem. and Hemerocallis cv. Rajah.",,,,,159596,"Description of Meloidogyne fallax n. sp. (Nematoda : Heteroderidae), a root-knot nematode from The Netherlands.",,cpqis.yanchaojie,2015-05-11 16:50:00.000,,,
af1882c8-14af-4568-8f00-584186ba4cfb,cd9ab806-0899-4b42-a189-3726e34a06ef,Meloidogyne fallax,"Meloidogyne fallax has been mainly recorded on potato, oyster plant (Scorzonera hispanica) and carrot. The only published work on its host range appears to be that by Brinkman et al. (1996). Good hosts for this species include Oenothera erythrosepala, Pha","In the Netherlands, M. fallax is a pest of economic importance on potatoes, oyster plant (black salsify; Scorzonera hispancia) and carrots. On a single site in France it was found causing damage to tomatoes, and tests indicated that it has a greater effect on yields of lettuce and artichoke than M. chitwoodi. Korthals et al. (2000) discussed its impact on potato production.",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
af1882c8-14af-4568-8f00-584186ba4cfb,52fe20b9-d5e1-4e1b-88c9-51ff4056f24a,Meloidogyne fallax,,,"Plant parts liable to carry the pest in trade/transport - Growing Medium Accompanying Plants: Eggs, Juveniles, Adults; borne externally; visible under light microscope.^p - Seedlings/Micropropagated Plants: Eggs, Juveniles, Adults; borne internally; borne externally; visible under light microscope.^p - Roots: Eggs, Juveniles, Adults; borne internally; borne externally; visible under light microscope.Plant parts not known to carry the pest in trade/transport - Bark^p - Bulbs/Tubers/Corms/Rhizomes^p - Fruits (inc. Pods)^p - Flowers/Inflorescences/Cones/Calyx^p - Leaves^p - Stems (above Ground)/Shoots/Trunks/Branches^p - True Seeds (inc. Grain)^p - Wood.Transport pathways for long distance movement - Conveyances (transport Vehicles): Eggs And Juveniles In Soil.^p - Containers And Packing: Eggs And Juveniles In Soil.^p - Soil, Gravel, Water, Etc.: Eggs And Juveniles In Soil.^p - Travellers And Baggage: Eggs And Juveniles In Soil.	",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
af1882c8-14af-4568-8f00-584186ba4cfb,899cb87b-028b-405f-b2ce-79cdcbdf6d32,Meloidogyne fallax,,,,,M. fallax has been recommended for addition to the EC Plant Health Directive 77/93/EEC.	,7000,CPC2006,,CPC2006,2008-07-10 17:56:15.960,,,
af1882c8-14af-4568-8f00-584186ba4cfb,f0816a1b-f691-4e08-973c-54893b2e06de,Meloidogyne fallax,,,,"Research is being undertaken to develop varieties of potato resistant to M. fallax Janssen et al., 1996a,b 1997). Studies have also been undertaken to identify possible rotation alternatives and to reduce nematode populations (Brinkman et al., 1996). For instance, it appears that Phaseolus vulgaris (except cv. Masai) is not a good host for M. fallax. Wishart et al. (2004) reported the attachment of spores of Pasteuria penetrans and P. nishizawae, potential biological control agents, to juveniles of M. fallax. Zoon et al. (2002) investigated durable resistance against M. fallax whilst Kouassi et al. (2004) studied the resistance mechanism to M. fallax in Solanum sparsipilum.",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
df633164-d5f0-45f0-9315-63005663f103,0233523b-e743-46d5-ab38-5fb216c23641,Meloidogyne subarctica,from roots of Elymus mollis Trin.,,,,,159595,Meloidodera eurytyla n. sp. and Meloidogyne subarctica n. sp.,,cpqis.yanchaojie,2015-05-12 15:05:40.000,,,
21020463-b2c6-475e-9bd7-45e6210238e4,870ef29b-0d5e-4379-b218-4da3a348970b,Meloidogyne sewelli,"荸荠 spike-rush, Eleocharis acicularis (L.) R &S",,,,,161202,"Description and relationships of a new root-knot nematode, Meloidogyne sewelli n.sp. (Nematoda: Meloidogynidae) from Canada and a new host record for the genus",,cpqis.yanchaojie,2016-03-04 16:24:32.000,,,
27825919-cfb1-4153-a311-8ac4ce86b658,f0693887-bb9e-4f8f-b5b6-8f04973dfc1c,Meloidogyne salasi,危害水稻，黑米和茅草,,,,,169512,"Plant-parasitic nematodes of potential phytosanitary importance, their main hosts and reported yield losses",,cpqis.bianyong,2022-07-14 11:09:31.000,,,
400d78d8-35fc-439a-8d84-78f1c81bc5e8,68929377-91e4-4917-a503-0c8adaf3d8d7,Meloidogyne querciana,针栎 pin oak,,,,,159142,"Descriptions of Meloidogyne camelliae n.sp.and M.querciana n.sp., with SEM and Host-Range Observations",,cpqis.yanchaojie,2016-02-17 15:04:33.000,,,
06c55e0b-7087-4988-9034-056ef1397f04,2953eec6-94b1-4475-bbd9-44bcbfdac8f4,Meloidogyne propora,龙葵等 rom the roots of Cyperus obtusiflorus and Solanum nigrum from Aldabra.,,,,,161200,"Meloidogyne propora n. sp. (Nematoda: Meloidogynidae) From Aldabra Atoll, Western Indian Ocean, With a Note On M. Javanica (Treub)",,cpqis.yanchaojie,2016-03-04 15:48:20.000,,,
2b28a786-9362-446a-90a4-c154e3d86ee0,09e3fb12-a2ee-4091-a1a8-46879fb3e1d2,Meloidogyne platani,悬铃木 American sycamore,,,,,159532,"Meloidogyne platani n.sp.(Meloidogynidae), a root-knot nematode parasitizing American sycamore",,cpqis.yanchaojie,2016-02-23 15:48:11.000,,,
8d43a4b6-e156-44e9-a521-c4ea000bd5a9,2b1df87e-a422-477d-848c-7043729255ce,Meloidogyne paranaensis,,,"In response to the claim of coffee vigor decline and production by farmers of this region of Minas Gerais, a survey was undertaken. In this survey, 153 samples were collected from 105 farms in 11 counties. The RKN species found were characterized using esterase phenotypes and confirmed by molecular identification. M. paranaensis was found in 11.4% of the sampled farms in seven coffee-producing counties. To our knowledge, this is the first report of M. paranaensis in Araguari, Carmo do Paranaíba, Indianopolis, Monte Carmelo, and Rio Paranaiba, Brazil. This confirmed the geographic distribution of RKN was expanded in Brazil.  The rapid spread Meloidogyne paranaensis in the Cerrado region might be owing to the intensive use of harvesting machines.",,,168384,Expanded Geographic Distribution of Meloidogyne paranaensis Confirmed on Coffee in Brazil,589,cpqis.wangnaiyang,2020-04-23 11:41:30.000,,,
